campaign,click,click_pos,click_nb,cost,time_since_last_click,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,hour,day,pCTR
7,0,-1,-1,0.000145590270191,1180276,2,46,819,10,36,12,375,4,26,6,0,0.22629192953299507
435,0,-1,-1,5.82888864052e-05,907068,5,14,1057,10,43,12,4724,4,26,6,0,0.3445612593108239
612,0,-1,-1,0.000182397899217,557817,5,51,745,10,36,24,4724,4,27,6,0,0.327604389341454
299,1,-1,-1,0.000609365471611,65250,4,51,1284,10,36,12,1386,4,17,6,0,0.5077068097341859
148,0,-1,-1,0.000161689571519,640588,2,14,50,10,43,19,3462,4,27,6,0,0.19961534943020376
410,0,-1,-1,0.000332592243414,326717,3,14,163,10,11,14,5278,4,9,6,0,0.29640337895523483
526,1,-1,-1,3.04868904984e-05,-1,8,21,843,10,45,11,5278,4,15,6,0,0.41905017515083526
564,0,-1,-1,3.98920769026e-05,671293,5,2,175,10,36,11,2834,4,27,6,0,0.33809979807089874
226,0,-1,-1,7.46163535798e-05,261346,5,51,962,10,2,2,3324,10,8,6,0,0.23884599437284776
623,0,-1,-1,0.000211838464105,1812233,4,14,1302,10,1,2,2182,0,7,6,0,0.25967899724510823
87,1,-1,-1,4.96249825592e-05,801520,5,14,999,10,45,2,3783,3,26,6,0,0.37104359347846627
515,1,-1,-1,6.61764688351e-05,-1,5,14,132,10,42,8,5262,4,15,6,0,0.41301191540836085
446,0,-1,-1,1.02941176909e-05,-1,1,14,190,10,43,5,3985,4,15,6,0,0.24974930271568885
274,0,-1,-1,2.54981606548e-05,325483,5,33,645,10,23,24,4952,4,9,6,0,0.3423509196787762
526,0,-1,-1,1.60481052122e-05,1060884,5,51,843,10,45,2,4057,3,26,6,0,0.2722274628627403
169,0,-1,-1,0.000117650087682,2333290,5,47,446,10,36,2,1158,1,6,6,0,0.27560520500606445
607,0,-1,-1,1.51698258431e-05,-1,1,51,654,10,43,17,2906,4,15,6,0,0.25119215704836173
564,0,-1,-1,0.000872275007628,15,3,2,1039,10,36,0,3220,4,25,6,0,0.5020642940878925
134,0,-1,-1,0.00134087834967,421089,5,35,297,10,36,2,3506,3,9,6,0,0.39605400490212356
370,1,-1,-1,0.000430287964204,-1,5,51,615,10,42,12,1299,4,15,6,0,0.45731969241797915
117,0,-1,-1,4.31349033401e-05,77216,0,14,1229,10,36,5,3008,4,17,6,0,0.2447014488327994
118,0,-1,-1,6.32018245318e-05,-1,3,20,3,10,41,20,4091,4,15,6,0,0.1885175033501361
7,0,-1,-1,2.16607705635e-05,-1,1,46,820,10,36,18,4041,4,15,6,0,0.4429700646176184
326,0,-1,-1,0.000100000001052,-1,4,15,505,10,23,2,3235,1,15,6,0,0.1707780483158172
398,0,-1,-1,1e-05,-1,2,36,244,10,43,24,3325,4,15,6,0,0.1509106085642658
390,1,-1,-1,0.00294264709249,-1,5,14,53,10,36,19,4453,4,15,6,0,0.34263670473855967
286,1,0,2,0.000240501810601,50580,2,35,1262,15,39,11,5278,4,29,6,0,0.9958334205654562
572,0,-1,-1,1.46672852776e-05,-1,0,19,570,10,26,2,1265,3,15,6,0,0.22932917761967406
554,1,-1,-1,5.38573357115e-05,603884,5,2,1363,10,36,11,3189,4,27,6,0,0.33659848780417134
7,0,-1,-1,1e-05,230,6,14,1134,10,36,2,5278,5,2,6,0,0.7354694241596044
7,1,-1,-1,0.000228593044873,240884,5,46,820,10,36,18,2263,4,8,6,0,0.5733718957075549
564,1,-1,-1,4.81350456968e-05,-1,8,21,175,10,36,12,5278,4,15,6,0,0.4348131496449345
389,0,-1,-1,0.000706529978937,204362,4,51,212,10,25,2,781,5,8,6,0,0.31116622039959974
342,0,-1,-1,1e-05,1122127,5,51,990,10,36,11,5278,4,26,6,0,0.4703843964592508
327,0,-1,-1,7.36878313838e-05,69317,5,15,834,10,23,5,5278,4,17,6,0,0.37369748201607406
303,0,-1,-1,1.24669765287e-05,-1,0,51,521,10,45,2,5278,7,15,6,0,0.35797759930220435
226,0,-1,-1,0.00039407829328,1184,5,51,962,10,2,8,3324,4,18,6,0,0.5802665766066143
71,1,-1,-1,2.36080871785e-05,-1,5,46,1313,10,43,5,1946,4,15,6,0,0.19669446708828334
564,0,-1,-1,0.000456946001334,-1,8,21,175,10,36,2,5278,9,15,6,0,0.4605942071807124
0,1,-1,-1,0.000471602097603,168695,0,51,34,10,36,12,1816,4,8,6,0,0.3564429110454595
446,0,-1,-1,1e-05,-1,5,14,190,10,43,5,3985,4,15,6,0,0.2354985267640999
7,0,-1,-1,0.000192540182787,-1,5,46,820,10,36,12,4041,4,15,6,0,0.38523356537781966
258,0,-1,-1,0.000189007336945,68052,5,14,87,10,1,5,1016,4,17,6,0,0.33704213353420165
71,1,-1,-1,0.000420635106215,130384,5,46,1315,10,43,12,2881,4,16,6,0,0.4086175472380034
7,1,-1,-1,0.00140266362017,148551,2,14,880,10,36,0,4041,4,16,6,0,0.27648395052774455
446,0,-1,-1,3.75241940176e-05,1728863,3,51,190,10,43,11,2510,4,7,6,0,0.1899336869856328
182,0,-1,-1,0.000146928443452,1029133,4,51,1044,10,48,12,5278,4,26,6,0,0.2730080570004009
390,0,-1,-1,0.00102978609942,147304,5,14,53,10,36,24,4453,4,16,6,0,0.23792379715730103
222,0,-1,-1,1e-05,-1,7,14,938,10,11,2,4323,9,15,6,0,0.2629484425003289
93,0,-1,-1,2.794117612e-05,-1,1,51,981,10,37,2,5278,9,15,6,0,0.44092273684248606
121,1,4,10,0.0025758287065,80588,5,20,28,10,36,2,5133,0,17,6,0,0.9958334205654562
299,0,-1,-1,9.51942976784e-05,543039,5,51,1284,10,36,12,1386,4,27,6,0,0.39651667769736154
42,1,-1,-1,0.000169638579027,91,0,14,1304,10,46,11,1050,4,12,6,0,0.5721516592726794
205,0,-1,-1,4.84897479633e-05,1028327,5,51,635,10,12,12,5370,4,26,6,0,0.4547588024382102
398,0,-1,-1,3.19095679213e-05,900389,5,39,140,10,43,2,149,10,26,6,0,0.1723164696785613
131,0,-1,-1,0.000105092012564,69667,5,51,512,10,36,24,3322,4,17,6,0,0.3745130042058569
211,1,-1,-1,0.000389456328831,70829,5,51,1001,10,0,2,1636,9,17,6,0,0.532052774096438
405,0,-1,-1,5.14800804386e-05,1939363,2,26,387,10,26,12,5331,4,7,6,0,0.2661171477269883
121,0,-1,-1,2.20614449605e-05,474779,5,20,763,10,36,12,4348,4,27,6,0,0.3855477526709823
56,1,-1,-1,0.000220588235294,-1,3,51,1083,10,0,8,1235,4,15,6,0,0.33410169277882845
373,1,-1,-1,6.01688071209e-05,-1,8,21,1017,10,14,12,5278,4,15,6,0,0.38223109049046944
597,1,-1,-1,0.000192540182787,-1,5,46,1260,10,36,12,4100,4,15,6,0,0.36522199926707233
64,0,-1,-1,1e-05,-1,6,51,467,10,14,8,5278,4,15,6,0,0.423785545121002
7,0,-1,-1,3.85680028497e-05,481735,5,46,820,10,36,2,4041,9,27,6,0,0.4210034614300815
446,0,-1,-1,3.85981184594e-05,-1,5,14,190,10,43,12,567,4,15,6,0,0.3487852156009957
7,0,-1,-1,0.000423110475758,88216,5,46,820,10,36,12,4041,4,17,6,0,0.5449206149092
446,1,-1,-1,4.16761872074e-05,2039604,5,51,936,10,43,0,4162,4,6,6,0,0.26036778048820103
446,1,0,1,1e-05,-1,3,51,190,7,43,2,4162,8,15,6,0,0.9958334205654562
347,1,-1,-1,0.000539292239088,33107,4,51,603,10,2,8,5278,4,28,6,0,0.6478321590196154
564,0,-1,-1,0.000103343862557,1010678,5,2,175,10,36,11,2148,4,26,6,0,0.3115019193123836
511,0,-1,-1,1e-05,952034,5,51,1089,10,36,17,612,4,26,6,0,0.3181028339254731
68,1,1,2,0.00162520203172,29537,4,51,984,7,0,2,272,7,28,6,0,0.9958334205654562
446,0,-1,-1,1.92990592297e-05,-1,5,14,190,10,43,12,1657,4,15,6,0,0.3487852156009957
169,0,-1,-1,6.71037528286e-05,140547,5,47,446,10,36,12,3189,4,16,6,0,0.44489527909189414
179,1,-1,-1,1.63228116178e-05,1160797,5,51,275,10,43,2,1155,7,26,6,0,0.30500435943097004
616,1,-1,-1,0.000299062375278,1029503,4,51,1365,10,2,14,1518,4,26,6,0,0.18792933316315052
117,0,-1,-1,9.6495291766e-05,-1,5,14,1229,10,36,12,598,4,15,6,0,0.3220670875208753
222,0,-1,-1,0.000218001248367,172791,2,14,938,3,11,12,2065,4,8,6,0,0.14108069597605216
198,0,-1,-1,0.00352629007745,236,0,51,1005,10,8,12,1691,4,2,6,0,0.5307837131266113
446,0,-1,-1,1e-05,-1,5,14,190,10,43,5,3808,4,15,6,0,0.2354985267640999
378,0,-1,-1,0.000111764722011,-1,0,51,1285,10,11,2,3406,4,15,6,0,0.20661811032520752
24,0,-1,-1,3.34761291743e-05,-1,0,51,1200,10,36,11,5014,4,15,6,0,0.5425922285197345
71,0,-1,-1,1.59303833018e-05,-1,8,21,1374,10,43,24,5278,4,15,6,0,0.27635335023355156
597,1,-1,-1,1e-05,751014,0,46,1260,10,36,2,4100,2,26,6,0,0.3247397054290425
169,0,-1,-1,1.98414110013e-05,521761,3,47,1144,10,36,20,3239,4,27,6,0,0.26696377105504426
605,1,-1,-1,0.00011084939066,418302,5,51,777,10,36,2,92,1,9,6,0,0.44002892006371946
439,0,-1,-1,0.000178353970007,262250,5,51,346,10,38,2,5278,6,8,6,0,0.5631184700916655
7,0,-1,-1,2.60174736401e-05,2399783,3,46,819,7,36,2,4041,7,6,6,0,0.20778651576850687
446,0,-1,-1,2.89485888446e-05,-1,5,14,190,10,43,12,1587,4,15,6,0,0.3487852156009957
299,1,-1,-1,1e-05,1206875,5,51,1284,10,36,2,1386,1,7,6,0,0.35227658372681453
454,0,-1,-1,0.00010441176155,-1,5,51,1218,10,37,12,3332,4,15,6,0,0.3612782405348318
501,0,-1,-1,0.000827874506221,-1,3,51,1175,7,42,2,1036,9,15,6,0,0.33430382570585426
174,1,3,8,0.00192548110759,1182057,3,14,241,10,0,2,4026,7,26,6,0,0.9958334205654562
409,1,-1,-1,0.00043911386519,84399,5,51,486,10,36,12,809,4,17,6,0,0.44382942769443817
7,1,-1,-1,0.000743913530835,9301,5,46,820,10,36,12,4041,4,1,6,0,0.6467980813865755
178,0,-1,-1,0.000117930857574,-1,5,51,229,10,36,12,2931,4,15,6,0,0.36483751019887517
446,0,-1,-1,3.55102691581e-05,-1,5,14,576,10,43,2,679,0,15,6,0,0.36195315886888835
446,0,-1,-1,1.88742643771e-05,-1,8,21,190,10,43,5,5278,4,15,6,0,0.3787954613692928
7,1,-1,-1,0.000240675228484,-1,1,46,820,10,36,12,375,4,15,6,0,0.35842275899339626
607,1,5,6,0.00066359298074,59936,4,51,654,10,43,12,1483,4,17,6,0,0.9958334205654562
148,1,-1,-1,0.000609091433098,430186,3,14,50,7,43,25,3462,4,9,6,0,0.22200065387244866
169,1,-1,-1,0.000199750310516,341479,5,14,1144,10,36,12,354,4,9,6,0,0.4443559025578709
457,1,0,1,8.33451973655e-05,2334170,4,51,268,10,2,21,5278,4,6,6,0,0.9958334205654562
518,0,-1,-1,3.50040854776e-05,-1,5,51,719,10,2,24,3686,4,15,6,0,0.22889482328253685
390,0,-1,-1,4.55882356447e-05,-1,1,14,320,10,36,2,251,0,15,6,0,0.34180382138320803
560,0,-1,-1,2.66916412837e-05,2313539,5,51,931,10,36,2,1117,7,6,6,0,0.27801978215144896
32,0,-1,-1,1e-05,-1,6,51,994,10,46,2,5278,8,15,6,0,0.19365559288519868
191,0,-1,-1,2.08357655826e-05,-1,1,51,573,10,43,2,209,8,15,6,0,0.3637881880806547
104,1,-1,-1,0.00407613575673,165746,5,51,977,10,13,12,2116,4,8,6,0,0.5046153142616099
370,1,-1,-1,0.000114884632121,87920,5,51,615,10,42,20,1299,4,17,6,0,0.565963524821239
411,0,-1,-1,1.0144133382e-05,89241,5,51,1168,10,27,2,5288,8,17,6,0,0.36314545758508365
187,0,-1,-1,0.00133376191413,78787,5,51,70,10,2,12,4740,4,17,6,0,0.45133538891104735
7,0,-1,-1,5.25875389576e-05,-1,5,46,820,10,36,2,409,7,15,6,0,0.2646949905322437
144,0,-1,-1,0.000114019817463,1293298,5,51,1402,10,36,12,5278,4,7,6,0,0.4362779239233442
7,0,-1,-1,0.000288652735689,145735,5,46,820,10,36,12,4041,4,16,6,0,0.5338736928590063
398,1,-1,-1,0.000736764739541,-1,6,41,103,10,43,19,4334,4,15,6,0,0.3470258182546568
196,1,-1,-1,0.000147058823529,-1,4,51,1028,7,45,8,4400,4,15,6,0,0.3213289585869494
42,0,-1,-1,3.94397448091e-05,-1,8,14,1304,10,46,11,5278,4,15,6,0,0.49813316563458776
446,0,-1,-1,1e-05,737513,4,14,190,10,43,5,4900,4,26,6,0,0.29474626321519215
186,0,-1,-1,1.32352946436e-05,-1,8,21,188,10,11,12,5278,4,15,6,0,0.38992714821287566
130,0,-1,-1,0.000120343619283,404749,5,51,909,10,45,2,5021,7,9,6,0,0.40929223467840703
93,0,-1,-1,8.67647020256e-05,-1,1,51,1352,10,37,2,2259,9,15,6,0,0.2966605407547614
446,1,-1,-1,3.64106014239e-05,431059,5,14,190,10,43,11,3580,4,9,6,0,0.3542640914513358
532,1,8,11,5.545792648e-05,245355,4,51,700,10,43,11,5078,4,8,6,0,0.9958334205654562
117,0,-1,-1,1.93865999376e-05,1298864,4,14,1230,10,36,12,1544,4,7,6,0,0.2525878872964169
473,0,-1,-1,1e-05,365640,6,51,639,10,35,2,5278,10,9,6,0,0.23287624292149053
329,0,-1,-1,0.000369200394851,495795,2,26,96,3,26,11,4316,4,27,6,0,0.1552464405154725
473,0,-1,-1,1e-05,-1,6,51,639,10,35,2,5278,1,15,6,0,0.374960793111859
271,0,-1,-1,0.000104178821339,-1,3,51,1228,10,15,11,2775,4,15,6,0,0.1876222909464036
305,1,1,2,0.00061621320039,71969,2,51,197,3,42,12,3465,4,17,6,0,0.9958334205654562
347,1,-1,-1,0.000123573394818,306605,5,51,603,10,2,2,5278,0,9,6,0,0.5587794081460608
287,0,-1,-1,6.1764703954e-05,-1,5,51,1236,10,36,25,4007,4,15,6,0,0.38833295536629775
506,0,-1,-1,3.00482447248e-05,986362,5,51,667,10,36,2,987,3,26,6,0,0.2916798796771211
469,1,-1,-1,0.000137049949786,60953,5,14,696,10,36,12,5278,4,17,6,0,0.602480329733699
7,1,-1,-1,0.000189383129119,4421,5,46,820,10,36,18,5278,4,10,6,0,0.7735825965016347
358,1,-1,-1,0.000173071243134,716424,5,51,507,10,2,21,4565,4,27,6,0,0.37701092641891154
261,0,-1,-1,0.000441685789967,138245,5,51,688,10,2,12,1024,4,16,6,0,0.510783675676285
178,1,-1,-1,1e-05,-1,7,51,229,10,36,2,2857,1,15,6,0,0.26501596647982795
446,0,-1,-1,7.23660856911e-05,68990,5,14,190,10,43,12,1597,4,17,6,0,0.4464596832507492
358,0,-1,-1,0.000124270427896,1270909,4,51,507,10,2,14,2085,4,7,6,0,0.20961478031431946
77,1,-1,-1,0.000147058823529,-1,5,51,117,10,36,12,5278,4,15,6,0,0.45423284308059503
347,0,-1,-1,6.28996345503e-05,162561,5,51,603,10,2,12,5278,4,16,6,0,0.6037078744635633
304,0,-1,-1,0.000101095637223,63435,5,51,1311,10,5,2,5278,1,17,6,0,0.6340234530261312
564,1,-1,-1,0.000105167591502,141,5,14,1039,10,36,2,296,0,12,6,0,0.6624279406855381
270,1,-1,-1,0.000119786867057,1195854,1,14,389,10,36,11,5278,4,26,6,0,0.39165900710753
512,1,-1,-1,3.15314575153e-05,-1,8,21,1130,10,36,20,5278,4,15,6,0,0.40797343315050366
481,0,-1,-1,0.000273028673318,312577,2,51,1309,7,43,2,4577,3,9,6,0,0.14747166704051398
518,0,-1,-1,1.60435400903e-05,-1,5,51,719,10,2,24,1747,4,15,6,0,0.23539091089893677
475,1,-1,-1,0.000389719675569,-1,2,46,1322,10,0,2,4805,9,15,6,0,0.30709164771023045
93,0,-1,-1,1e-05,-1,1,51,981,10,37,12,5278,4,15,6,0,0.4857219100167153
260,1,-1,-1,0.000265586551499,-1,0,14,1289,10,43,20,2904,4,15,6,0,0.4674598629066485
101,0,-1,-1,0.000172058817218,-1,2,46,1196,7,2,2,1087,0,15,6,0,0.20253399453803103
30,0,-1,-1,2.71240994334e-05,-1,4,14,671,10,22,2,3824,7,15,6,0,0.14019527104322266
118,0,-1,-1,1e-05,-1,2,20,3,10,41,14,4091,4,15,6,0,0.1665701523612229
614,0,-1,-1,1e-05,-1,3,51,1366,10,2,2,5387,10,15,6,0,0.15361569649102297
469,1,-1,-1,0.000216501345122,490703,5,14,696,10,36,20,5278,4,27,6,0,0.3837394561192754
56,0,-1,-1,1.48144405979e-05,463065,1,51,1083,10,0,14,30,4,27,6,0,0.4467856021195281
527,0,-1,-1,2.9256453409e-05,-1,1,51,420,10,36,12,4998,4,15,6,0,0.49380213114292115
370,1,3,7,9.81395517191e-05,657131,5,51,864,10,42,12,3875,4,27,6,0,0.9958334205654562
353,0,-1,-1,3.55595152802e-05,1113772,2,51,729,10,43,14,1155,4,26,6,0,0.1380819493426132
625,1,0,1,0.000862474345018,86337,2,40,93,10,26,12,420,4,17,6,0,0.9958334205654562
446,1,-1,-1,0.000527015680154,509,5,14,190,10,43,2,4135,5,23,6,0,0.639198683991568
464,0,-1,-1,0.000166290739809,244240,5,51,1153,10,36,2,3576,7,8,6,0,0.3162279229939058
350,0,-1,-1,1.21781668242e-05,-1,0,51,347,10,24,2,5278,4,15,6,0,0.3862612430008079
317,0,-1,-1,0.000502736128474,288417,2,51,149,10,23,12,2541,4,9,6,0,0.2113116569102884
7,1,1,3,0.000838738342389,614514,2,14,880,10,36,2,4041,1,27,6,0,0.9958334205654562
95,0,-1,-1,0.000162714965203,-1,3,20,325,10,8,17,977,4,15,6,0,0.16793590706452174
385,0,-1,-1,4.60941917876e-05,606242,5,51,609,10,36,2,4041,1,27,6,0,0.41232565369167273
134,0,-1,-1,0.00320042505041,74805,5,35,297,10,36,2,2628,0,17,6,0,0.4772407345774886
7,0,-1,-1,5.83204218094e-05,258083,5,46,820,10,36,11,4041,4,8,6,0,0.532619643146834
519,1,-1,-1,2.94117651441e-05,-1,5,51,549,10,37,8,5278,4,15,6,0,0.4775061313748421
244,0,-1,-1,8.82352976238e-05,-1,7,51,790,10,36,12,4216,4,15,6,0,0.32244664616955204
597,0,-1,-1,2.74511514341e-05,-1,5,46,1260,10,36,12,4100,4,15,6,0,0.36522199926707233
446,0,-1,-1,1.66959117216e-05,2047328,5,14,190,10,43,5,1852,4,6,6,0,0.20923265691277226
121,1,0,3,0.000117930857574,-1,1,11,763,10,36,12,1745,4,15,6,0,0.9958334205654562
446,0,-1,-1,2.89485888446e-05,-1,0,14,190,10,43,12,3342,4,15,6,0,0.39278300179190073
78,0,-1,-1,0.000111607874141,-1,5,41,1147,10,43,26,700,4,15,6,0,0.42427666576580475
481,1,-1,-1,0.00337695519661,56897,5,51,1309,10,43,2,4749,7,29,6,0,0.5216616000353509
10,1,-1,-1,4.41176488119e-05,-1,6,51,1395,10,0,12,5278,4,15,6,0,0.6223475093260254
7,0,-1,-1,0.000449267403756,70275,5,46,820,10,36,12,375,4,17,6,0,0.5552184653914599
134,0,-1,-1,0.000241176468484,-1,1,35,297,10,36,11,983,4,15,6,0,0.36621785509254884
44,1,-1,-1,8.71036333196e-05,-1,7,51,694,10,36,11,4724,4,15,6,0,0.3667939363877473
446,0,-1,-1,6.94772232613e-05,152425,5,14,190,10,43,12,3580,4,16,6,0,0.3814845268461102
7,1,-1,-1,1.72442340237e-05,-1,0,46,820,10,36,12,375,4,15,6,0,0.365787381439702
169,0,-1,-1,0.000172058817218,-1,5,47,1348,10,36,2,4736,1,15,6,0,0.2673269795168194
226,1,9,12,0.000263200756204,93428,3,51,962,10,2,11,3683,4,17,6,0,0.9958334205654562
317,0,-1,-1,0.000121949148612,235534,0,51,149,10,23,24,2541,4,8,6,0,0.20811777208239784
248,1,-1,-1,0.000138905100963,-1,0,51,812,10,2,2,1641,4,15,6,0,0.3362003449599891
168,0,-1,-1,0.00128432247821,220653,2,14,562,10,36,17,4724,4,8,6,0,0.20224991567563744
547,1,-1,-1,0.000254789002715,755673,5,51,613,10,36,2,2599,1,26,6,0,0.3855581232393493
117,1,-1,-1,1.47058825721e-05,-1,0,14,1229,10,36,12,598,4,15,6,0,0.36268909191930293
564,1,-1,-1,0.00030551314354,-1,0,14,175,10,36,2,2148,1,15,6,0,0.31099361698062117
521,0,-1,-1,0.00103805056667,403154,4,15,861,10,23,9,4607,4,9,6,0,0.26383944162334727
169,0,-1,-1,0.000208656148313,171569,5,47,1348,10,36,12,3189,4,8,6,0,0.4085765040648375
562,0,-1,-1,0.000266500255641,-1,4,41,78,10,43,12,441,4,15,6,0,0.19686962236204222
446,0,-1,-1,1.75385735929e-05,-1,5,14,576,10,43,11,1410,4,15,6,0,0.3738721662041563
562,0,-1,-1,1e-05,220419,0,20,139,10,43,11,3170,4,8,6,0,0.2887799238857322
7,0,-1,-1,0.000358493975449,1001120,2,14,1134,7,36,0,4041,4,26,6,0,0.1806551624543671
446,0,-1,-1,0.000179571092801,582423,2,14,190,7,43,12,1587,4,27,6,0,0.168976219807728
446,0,-1,-1,0.000184863923862,683265,4,14,190,10,43,2,981,10,27,6,0,0.14890873213560268
279,0,-1,-1,1.52795608429e-05,-1,0,51,1072,10,2,2,2758,0,15,6,0,0.40710234639834403
304,1,-1,-1,1.94224934368e-05,-1,6,51,1311,10,5,2,5278,9,15,6,0,0.41225774965221945
55,1,9,14,0.000294872088313,1412874,4,51,1082,10,0,12,4627,4,7,6,0,0.9958334205654562
156,1,-1,-1,9.86226165996e-05,-1,8,21,209,10,41,11,5278,4,15,6,0,0.4579851228468269
67,1,-1,-1,0.000588262055894,2219304,5,51,966,10,22,12,5278,4,6,6,0,0.44272353499463446
327,0,-1,-1,0.000267704736715,500869,5,14,318,10,23,2,3559,6,27,6,0,0.31132810272902023
521,0,-1,-1,0.000145850348122,-1,7,15,860,10,23,11,1867,4,15,6,0,0.3125738520994055
384,1,-1,-1,0.00100284060632,743,5,51,1172,10,36,2,1873,3,22,6,0,0.5573573275395227
118,1,-1,-1,0.000215302898603,-1,4,20,1319,2,41,14,3723,4,15,6,0,0.2930429031336602
407,1,0,1,0.000264705875341,-1,2,43,462,3,26,8,1673,4,15,6,0,0.9958334205654562
104,1,-1,-1,8.52941151928e-05,-1,0,14,977,10,13,2,1848,7,15,6,0,0.2154181498465376
178,0,-1,-1,9.62700913934e-05,-1,4,51,229,10,36,18,5278,4,15,6,0,0.2789494395197126
134,0,-1,-1,0.000213913847419,-1,5,14,285,10,36,2,2705,5,15,6,0,0.4061888604122977
397,1,-1,-1,1e-05,1703957,2,35,600,7,43,21,1452,4,7,6,0,0.164960300601246
7,0,-1,-1,1e-05,-1,0,46,820,10,36,2,375,9,15,6,0,0.31936631068167437
373,0,-1,-1,3.90722242831e-05,368164,5,14,1103,10,14,2,1291,10,9,6,0,0.13594978363716348
464,1,-1,-1,0.000138235311298,-1,5,51,1153,10,36,2,1002,9,15,6,0,0.38270154030653025
299,0,-1,-1,9.62700913934e-05,-1,3,51,1284,10,36,12,5075,4,15,6,0,0.317904730335674
112,0,-1,-1,3.00388761303e-05,-1,0,51,455,10,36,12,5278,4,15,6,0,0.5014671442476262
626,0,-1,-1,1.02941176909e-05,-1,4,38,460,10,26,2,2924,7,15,6,0,0.18038485679375413
477,1,-1,-1,6.58040777457e-05,688718,5,51,1214,10,2,2,4477,3,27,6,0,0.3777950094499872
132,0,-1,-1,0.000851938664606,67071,0,14,114,10,25,11,1976,4,17,6,0,0.39830057434568744
560,1,0,3,0.000409256585356,1866360,2,35,270,10,36,12,1117,4,7,6,0,0.9958334205654562
391,0,-1,-1,2.97602194735e-05,1898055,3,51,437,10,2,24,2288,4,7,6,0,0.1358924679411675
121,0,-1,-1,3.04868904984e-05,-1,7,51,1396,10,36,11,4513,4,15,6,0,0.3034316891565709
190,0,-1,-1,1.80576621171e-05,-1,1,51,572,10,43,2,4554,8,15,6,0,0.2885364917673499
446,1,-1,-1,1.06861760073e-05,-1,0,14,190,10,43,5,3212,4,15,6,0,0.265835822382592
446,0,-1,-1,1.02943810992e-05,2334398,5,14,190,10,43,5,5273,4,6,6,0,0.3281513464553304
207,0,-1,-1,4.22966041985e-05,-1,5,33,1303,10,23,24,4607,4,15,6,0,0.18979675347051045
169,1,-1,-1,0.000109735034844,-1,1,47,446,10,36,11,354,4,15,6,0,0.33805395896819396
7,1,-1,-1,0.000135485492568,1650820,5,46,1224,10,36,2,4041,7,7,6,0,0.3242705835902789
277,0,-1,-1,1.7077055828e-05,584695,5,51,438,10,2,12,5037,4,27,6,0,0.4984918093055054
259,0,-1,-1,0.000117930857574,-1,1,51,40,10,0,12,1049,4,15,6,0,0.3172023249708281
117,0,-1,-1,1.11124072881e-05,-1,7,14,1229,10,36,11,2000,4,15,6,0,0.310543603318428
121,1,-1,-1,0.000775653053732,-1,5,39,28,10,36,12,874,4,15,6,0,0.2985763846732292
361,0,-1,-1,3.14810710261e-05,1008352,5,14,62,10,36,2,2567,2,26,6,0,0.2502406052771016
169,1,-1,-1,7.35294117647e-05,-1,0,47,446,10,36,8,3005,4,15,6,0,0.34322847260227074
45,0,-1,-1,0.000624460950073,58135,4,51,301,10,12,12,5278,4,29,6,0,0.6295695908942561
607,1,-1,-1,5.448115692e-05,1036585,4,51,654,10,43,17,2406,4,26,6,0,0.2401182629136399
279,0,-1,-1,3.55075518875e-05,-1,8,21,1072,10,2,12,5278,4,15,6,0,0.39790051200719156
616,0,-1,-1,1.34106517221e-05,170380,5,51,1365,10,2,2,1518,10,8,6,0,0.34151444051815727
370,1,-1,-1,0.000117425582935,603863,2,51,615,10,42,9,1299,4,27,6,0,0.30752623735172785
7,0,-1,-1,0.000316672488033,857,5,46,820,10,36,12,375,4,22,6,0,0.6058003370090091
562,0,-1,-1,1.91176463576e-05,-1,3,19,1076,10,43,2,4734,7,15,6,0,0.14364160869806578
327,1,-1,-1,1e-05,-1,5,15,834,10,23,2,5278,7,15,6,0,0.2636633936045951
446,0,-1,-1,3.23626507219e-05,84261,5,14,190,10,43,5,4135,4,17,6,0,0.2962706156602911
550,0,-1,-1,1e-05,-1,5,14,910,10,5,5,5278,4,15,6,0,0.28340309456463786
47,0,-1,-1,2.48941253213e-05,-1,5,51,350,10,22,12,5278,4,15,6,0,0.512222640944019
121,0,-1,-1,7.41401314735e-05,-1,5,20,1396,10,36,12,4348,4,15,6,0,0.31275685436279177
277,0,-1,-1,0.000392634625738,200,5,51,438,10,2,14,3623,4,2,6,0,0.6343310137532043
7,1,-1,-1,0.000204573939828,-1,2,46,819,10,36,18,375,4,15,6,0,0.35956780819937023
481,1,-1,-1,0.000125469678699,147114,3,51,1309,2,43,2,4119,4,16,6,0,0.2266463255030604
39,1,-1,-1,1.72442340237e-05,-1,5,51,72,10,12,12,1513,4,15,6,0,0.457323667279539
370,1,-1,-1,0.000469341440421,174682,2,51,615,10,42,11,1299,4,8,6,0,0.3402634449881256
476,0,-1,-1,5.23357424013e-05,1029675,5,51,7,10,13,14,5064,4,26,6,0,0.30514584380507054
351,0,-1,-1,1e-05,-1,7,51,1345,10,36,2,5278,3,15,6,0,0.32343732875892717
169,0,-1,-1,0.000430605797207,-1,0,47,1348,10,36,16,3005,4,15,6,0,0.5094236106090585
279,1,-1,-1,5.09357866492e-05,1135029,5,51,1072,10,2,24,3956,4,26,6,0,0.26363427399774625
348,0,-1,-1,0.000121073658747,1436436,4,51,11,10,46,8,4952,4,7,6,0,0.2870621695099938
